-4.84847e-05,-0.0628935,-5.10932e-05,-2.18371,0.000230219,2.11945,-4.85302e-05,-1.97243e-05
-0.000242555,-0.0619267,-0.000256103,-2.18688,0.00112483,2.11615,-0.000268347,-6.62572e-05
-0.000660607,-0.0597631,-0.00070152,-2.19369,0.00296037,2.11006,-0.000818835,-0.000105096
-0.00133885,-0.0560445,-0.00143775,-2.20469,0.00574244,2.10244,-0.00186414,-0.000113332
-0.00226867,-0.0505289,-0.00248059,-2.21979,0.00924295,2.09587,-0.00354212,-0.000100045
-0.00340342,-0.0430834,-0.00381934,-2.23838,0.0131116,2.09344,-0.0059413,-7.9434e-05
-0.00466985,-0.0336772,-0.00542557,-2.25955,0.0169982,2.09784,-0.00908734,-5.49717e-05
-0.00598183,-0.0223695,-0.00726021,-2.28227,0.0206406,2.11067,-0.012941,-2.78349e-05
-0.00725415,-0.00929454,-0.00927833,-2.30548,0.0238987,2.13223,-0.0174078,-2.83797e-06
-0.00841424,0.00535696,-0.0114312,-2.32822,0.0267424,2.16162,-0.0223561,1.62779e-05
-0.0094104,0.0213539,-0.0136667,-2.34969,0.0292127,2.19709,-0.0276358,2.99401e-05
-0.0102158,0.0384399,-0.0159287,-2.36929,0.0313798,2.23658,-0.0330947,3.99724e-05
-0.0108287,0.056346,-0.0181583,-2.38662,0.0333099,2.27802,-0.038589,4.71567e-05
-0.0112682,0.0748035,-0.0202957,-2.40146,0.0350487,2.31962,-0.0439907,5.1822e-05
-0.0115691,0.0935547,-0.0222848,-2.41374,0.0366177,2.36004,-0.0491907,5.46373e-05
-0.0117734,0.112362,-0.0240772,-2.42353,0.0380197,2.39834,-0.0540996,5.61441e-05
-0.0119241,0.131014,-0.025637,-2.43099,0.0392475,2.43396,-0.0586473,5.63334e-05
-0.0120589,0.149331,-0.0269434,-2.43633,0.0402926,2.46667,-0.0627833,5.50035e-05
-0.0122068,0.167162,-0.0279908,-2.43979,0.0411507,2.49642,-0.0664753,5.21798e-05
-0.0123867,0.184389,-0.0287881,-2.44164,0.0418248,2.52331,-0.0697086,4.81032e-05
-0.0126081,0.200921,-0.0293551,-2.44213,0.042325,2.54753,-0.0724845,4.30747e-05
-0.0128723,0.216694,-0.0297197,-2.44151,0.0426671,2.56928,-0.0748181,3.74336e-05
-0.0131751,0.231663,-0.0299136,-2.44001,0.0428707,2.58879,-0.0767364,3.15678e-05
-0.0135086,0.245806,-0.0299695,-2.43782,0.0429569,2.60628,-0.0782745,2.58482e-05
-0.0138632,0.259114,-0.0299187,-2.43512,0.0429464,2.62197,-0.0794737,2.05526e-05
-0.0142294,0.27159,-0.0297893,-2.43205,0.0428585,2.63605,-0.0803775,1.58524e-05
-0.0145981,0.28325,-0.0296054,-2.42875,0.0427102,2.64871,-0.08103,1.18349e-05
-0.0149619,0.294116,-0.0293868,-2.42532,0.0425163,2.66009,-0.0814733,8.51876e-06
-0.0153146,0.304216,-0.0291492,-2.42184,0.0422889,2.67035,-0.0817464,5.86471e-06
-0.0156516,0.313582,-0.0289044,-2.41838,0.0420383,2.67962,-0.0818838,3.79618e-06
-0.01597,0.322251,-0.0286614,-2.41499,0.0417727,2.68801,-0.0819157,2.22226e-06
-0.0162677,0.330259,-0.0284262,-2.41171,0.0414987,2.69563,-0.0818673,1.05205e-06
-0.0165437,0.337645,-0.0282027,-2.40857,0.0412217,2.70256,-0.0817595,2.01144e-07
-0.0167977,0.344447,-0.0279936,-2.40558,0.040946,2.70888,-0.0816093,-4.0409e-07
-0.0170302,0.350703,-0.0278,-2.40276,0.0406747,2.71466,-0.0814298,-8.23809e-07
-0.0172418,0.356451,-0.0276225,-2.40012,0.0404104,2.71995,-0.0812316,-1.10489e-06
-0.0174334,0.361725,-0.0274607,-2.39766,0.0401549,2.72482,-0.0810226,-1.28317e-06
-0.0176061,0.36656,-0.0273144,-2.39537,0.0399096,2.72931,-0.0808087,-1.38565e-06
-0.0177612,0.37099,-0.0271826,-2.39326,0.0396752,2.73344,-0.0805944,-1.4324e-06
-0.0178999,0.375044,-0.0270645,-2.39132,0.0394521,2.73727,-0.0803828,-1.43815e-06
-0.0180234,0.378754,-0.0269591,-2.38953,0.0392404,2.74082,-0.0801762,-1.41393e-06
-0.018133,0.382144,-0.0268656,-2.3879,0.03904,2.74411,-0.079976,-1.36812e-06
